"Key","Event-Id","Investigation_Type","Event_Date","Country","Airport_Code","Injury_Severity","Aircraft_Damage","airport_id","airport","city","state","lat","long"
26308,"20040312X00320","Accident","2004-03-08","United States","DBQ","Non-Fatal","Substantial","DBQ","Dubuque Municipal","Dubuque","IA","42.40295944","-90.70916722"
26315,"20040310X00307","Accident","2004-03-07","United States","BNA","Non-Fatal","Substantial","BNA","Nashville International","Nashville","TN","36.12447667","-86.67818222"
26323,"20040324X00365","Accident","2004-03-05","United States","LGB","Non-Fatal","Substantial","LGB","Long Beach (Daugherty )","Long Beach","CA","33.81772222","-118.1516111"
26324,"20040310X00315","Incident","2004-03-05","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26325,"20040310X00315","Incident","2004-03-05","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26326,"20040323X00357","Incident","2004-03-05","United States","ATL","Incident",NULL,"ATL","William B Hartsfield-Atlanta Intl","Atlanta","GA","33.64044444","-84.42694444"
26339,"20040304X00263","Accident","2004-02-29","United States","TUS","Non-Fatal","Substantial","TUS","Tucson International","Tucson","AZ","32.11608333","-110.94102779999999"
26343,"20040305X00273","Accident","2004-02-29","United States","TRI","Fatal(2)","Substantial","TRI","Tri-Cities Regional","Bristol","TN","36.47521417","-82.40742056"
26361,"20040226X00243","Accident","2004-02-25","United States","EVV","Non-Fatal","Destroyed","EVV","Evansville Regional","Evansville","IN","38.03799139","-87.53062667"
26365,"20040226X00241","Accident","2004-02-24","United States","DTW","Non-Fatal","Substantial","DTW","Detroit Metropolitan-Wayne County","Detroit","MI","42.21205889","-83.34883583"
26384,"20040224X00233","Incident","2004-02-19","United States","LAS","Incident","Minor","LAS","McCarran International","Las Vegas","NV","36.08036111","-115.15233329999998"
26386,"20040601X00704","Incident","2004-02-19","United States","OKC","Incident","Minor","OKC","Will Rogers World","Oklahoma City","OK","35.39308833","-97.60073389"
26390,"20040317X00330","Incident","2004-02-19","United States","MIA","Incident",NULL,"MIA","Miami International","Miami","FL","25.79325","-80.29055556"
26431,"20040219X00202","Accident","2004-02-11","United States","PNS","Fatal(1)","Destroyed","PNS","Pensacola Regional","Pensacola","FL","30.47330556","-87.18744444"
26432,"20040212X00184","Accident","2004-02-10","United States","RDM","Non-Fatal","Substantial","RDM","Roberts ","Redmond","OR","44.25406722","-121.1499633"
26459,"20040205X00163","Accident","2004-02-01","United States","PIT","Non-Fatal","Substantial","PIT","Pittsburgh International","Pittsburgh","PA","40.49146583","-80.23287083"
26465,"20040209X00172","Accident","2004-01-30","United States","CAK","Non-Fatal","Substantial","CAK","Akron-Canton Regional","Akron","OH","40.91631194","-81.44246556"
26505,"20040203X00153","Accident","2004-01-18","United States","TUS","Non-Fatal","Substantial","TUS","Tucson International","Tucson","AZ","32.11608333","-110.94102779999999"
26515,"20040121X00083","Incident","2004-01-17","United States","RAP","Incident","Minor","RAP","Rapid City Regional","Rapid City","SD","44.04532139","-103.0573708"
26531,"20040115X00068","Accident","2004-01-12","United States","CDC","Fatal(2)","Destroyed","CDC","Cedar City Muni","Cedar City","UT","37.70097028","-113.098575"
26589,"20040108X00036","Accident","2003-12-27","United States","SAF","Non-Fatal","Destroyed","SAF","Santa Fe Municipal","Santa Fe","NM","35.61677778","-106.08813889999999"
26596,"20040127X00114","Incident","2003-12-26","United States","BHM","Incident",NULL,"BHM","Birmingham International","Birmingham","AL","33.56294306","-86.75354972"
26617,"20031230X02094","Accident","2003-12-20","United States","CVG","Non-Fatal","Substantial","CVG","Cincinnati Northern Kentucky Intl","Covington","KY","39.04614278","-84.6621725"
26630,"20040121X00082","Accident","2003-12-18","United States","MEM","Non-Fatal","Destroyed","MEM","Memphis International","Memphis","TN","35.04241667","-89.97666667"
26642,"20031216X02050","Accident","2003-12-16","United States","CWA","Non-Fatal","Substantial","CWA","Central Wisconsin","Mosinee","WI","44.77761917","-89.66677944"
26643,"20040122X00088","Accident","2003-12-16","United States","TYS","Non-Fatal","Substantial","TYS","McGhee-Tyson","Knoxville","TN","35.81248722","-83.99285583"
26654,"20031219X02063","Accident","2003-12-14","United States","MIA","Non-Fatal","Substantial","MIA","Miami International","Miami","FL","25.79325","-80.29055556"
26664,"20031222X02072","Accident","2003-12-11","United States","BUF","Non-Fatal","Substantial","BUF","Buffalo Niagara Intl","Buffalo","NY","42.94052472","-78.73216667"
26698,"20031205X02001","Accident","2003-12-03","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26699,"20031205X02001","Accident","2003-12-03","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26702,"20031209X02011","Accident","2003-12-02","United States","JFK","Non-Fatal","Substantial","JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
26705,"20031204X01995","Accident","2003-12-02","United States","BHM","Non-Fatal","Substantial","BHM","Birmingham International","Birmingham","AL","33.56294306","-86.75354972"
26716,"20031203X01984","Incident","2003-11-29","United States","DEN","Incident",NULL,"DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26729,"20031217X02055","Incident","2003-11-25","United States","SAV","Incident","Minor","SAV","Savannah International","Savannah","GA","32.12758333","-81.20213889"
26730,"20031219X02069","Accident","2003-11-24","United States","YUM","Non-Fatal","Substantial","YUM","Yuma MCAS-Yuma International","Yuma","AZ","32.65658333","-114.60597220000001"
26756,"20031205X01998","Incident","2003-11-18","United States","BDL","Incident","Minor","BDL","Bradley International","Windsor Locks","CT","41.93887417","-72.68322833"
26757,"20031212X02028","Accident","2003-11-18","United States","DAB","Non-Fatal",NULL,"DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
26760,"20031125X01950","Accident","2003-11-18","United States","GJT","Non-Fatal","Substantial","GJT","Walker ","Grand Junction","CO","39.1224125","-108.5267347"
26773,"20031122X01939","Accident","2003-11-14","United States","SFO","Non-Fatal","Substantial","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
26776,"20031216X02045","Accident","2003-11-13","United States","ISP","Non-Fatal","Substantial","ISP","Long Island - MacArthur","Islip","NY","40.7952425","-73.10021194"
26779,"20031126X01958","Accident","2003-11-13","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
26785,"20031121X01938","Accident","2003-11-12","United States","MSP","Non-Fatal","Substantial","MSP","Minneapolis-St Paul Intl","Minneapolis","MN","44.88054694","-93.2169225"
26792,"20031201X01968","Incident","2003-11-10","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26813,"20031112X01881","Accident","2003-11-07","United States","BHM","Non-Fatal","Substantial","BHM","Birmingham International","Birmingham","AL","33.56294306","-86.75354972"
26845,"20031110X01877","Accident","2003-11-01","United States","TVC","Fatal(1)","Destroyed","TVC","Cherry Capital","Traverse City","MI","44.74144472","-85.582235"
26850,"20031103X01850","Accident","2003-10-30","United States","EWN","Non-Fatal","Substantial","EWN","Craven County Regional","New Bern","NC","35.07297222","-77.04294444"
26854,"20031103X01851","Accident","2003-10-29","United States","COD","Fatal(1)","Substantial","COD","Yellowstone Regional","Cody","WY","44.52019417","-109.02379609999998"
26879,"20031105X01864","Incident","2003-10-25","United States","FAY","Incident","Minor","FAY","Fayetteville Municipal","Fayetteville","NC","34.99147222","-78.88"
26918,"20031023X01801","Incident","2003-10-16","United States","ALB","Incident",NULL,"ALB","Albany Cty","Albany","NY","42.74811944","-73.80297861"
26937,"20031020X01772","Accident","2003-10-14","United States","GJT","Non-Fatal","Substantial","GJT","Walker ","Grand Junction","CO","39.1224125","-108.5267347"
26957,"20031023X01800","Incident","2003-10-12","United States","DEN","Incident","Minor","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
26995,"20040528X00693","Incident","2003-10-05","United States","MIA","Incident","Minor","MIA","Miami International","Miami","FL","25.79325","-80.29055556"
26998,"20031105X01861","Accident","2003-10-04","United States","BOS","Non-Fatal","Substantial","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
27042,"20031015X01733","Accident","2003-09-28","United States","EVV","Non-Fatal","Substantial","EVV","Evansville Regional","Evansville","IN","38.03799139","-87.53062667"
27044,"20031010X01706","Accident","2003-09-27","United States","LGA","Non-Fatal","Substantial","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
27053,"20031016X01741","Accident","2003-09-27","United States","RDU","Non-Fatal","Substantial","RDU","Raleigh-Durham International","Raleigh","NC","35.87763889","-78.78747222"
27064,"20031001X01641","Accident","2003-09-24","United States","CDC","Non-Fatal","Substantial","CDC","Cedar City Muni","Cedar City","UT","37.70097028","-113.098575"
27077,"20031021X01788","Accident","2003-09-21","United States","PHX","Non-Fatal","Substantial","PHX","Phoenix Sky Harbor International","Phoenix","AZ","33.43416667","-112.00805559999999"
27098,"20030926X01604","Accident","2003-09-18","United States","MFR","Non-Fatal","Substantial","MFR","Rogue Valley International","Medford","OR","42.37422778","-122.8734978"
27106,"20030918X01559","Accident","2003-09-17","United States","STL","Non-Fatal","Substantial","STL","Lambert-St Louis International","St Louis","MO","38.74768694","-90.35998972"
27124,"20031021X01789","Accident","2003-09-14","United States","TUS","Non-Fatal","Substantial","TUS","Tucson International","Tucson","AZ","32.11608333","-110.94102779999999"
27134,"20030917X01555","Accident","2003-09-12","United States","ORF","Fatal(1)","Minor","ORF","Norfolk International","Norfolk","VA","36.89461111","-76.20122222"
27142,"20030922X01566","Accident","2003-09-10","United States","BIL","Non-Fatal","Substantial","BIL","Billings Logan Intl","Billings","MT","45.8076625","-108.54286110000001"
27175,"20030910X01505","Accident","2003-09-06","United States","MLI","Non-Fatal","Substantial","MLI","Quad City","Moline","IL","41.44852639","-90.50753917"
27185,"20030909X01495","Accident","2003-09-04","United States","LGA","Non-Fatal","Substantial","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
27194,"20030910X01507","Accident","2003-09-02","United States","JFK","Non-Fatal","Substantial","JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
27195,"20031017X01759","Accident","2003-09-02","United States","CVG","Non-Fatal",NULL,"CVG","Cincinnati Northern Kentucky Intl","Covington","KY","39.04614278","-84.6621725"
27208,"20030905X01478","Accident","2003-09-01","United States","FWA","Fatal(3)","Destroyed","FWA","Fort Wayne International","Fort Wayne","IN","40.97846583","-85.19514639"
27231,"20030905X01473","Incident","2003-08-29","United States","RAP","Incident",NULL,"RAP","Rapid City Regional","Rapid City","SD","44.04532139","-103.0573708"
27252,"20030827X01408","Incident","2003-08-24","United States","MIA","Incident","Minor","MIA","Miami International","Miami","FL","25.79325","-80.29055556"
27269,"20030923X01577","Accident","2003-08-23","United States","ICT","Non-Fatal","Substantial","ICT","Wichita Mid-Continent","Wichita","KS","37.64995889","-97.43304583"
27309,"20031230X02096","Accident","2003-08-18","United States","SAT","Non-Fatal","Substantial","SAT","San Antonio International","San Antonio","TX","29.53369444","-98.46977778"
27322,"20030905X01467","Accident","2003-08-16","United States","CLE","Non-Fatal",NULL,"CLE","Cleveland-Hopkins Intl","Cleveland","OH","41.41089417","-81.84939667"
27344,"20030822X01387","Incident","2003-08-13","United States","RDU","Incident","Minor","RDU","Raleigh-Durham International","Raleigh","NC","35.87763889","-78.78747222"
27414,"20030813X01321","Accident","2003-08-01","United States","ATL","Non-Fatal","Substantial","ATL","William B Hartsfield-Atlanta Intl","Atlanta","GA","33.64044444","-84.42694444"
27448,"20030729X01211","Accident","2003-07-26","United States","LNK","Non-Fatal","Substantial","LNK","Lincoln Municipal","Lincoln","NE","40.85097222","-96.75925"
27471,"20030807X01281","Accident","2003-07-23","United States","EVV","Non-Fatal","Substantial","EVV","Evansville Regional","Evansville","IN","38.03799139","-87.53062667"
27474,"20030808X01294","Accident","2003-07-22","United States","AVP","Fatal(1)","Destroyed","AVP","Wilkes-Barre/Scranton Intl","Wilkes-Barre/Scranton","PA","41.33814944","-75.72426750000001"
27498,"20030724X01190","Accident","2003-07-20","United States","FNT","Non-Fatal","Substantial","FNT","Bishop","Flint","MI","42.96550333","-83.74345639"
27510,"20030723X01178","Accident","2003-07-18","United States","DAB","Non-Fatal","Substantial","DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
27511,"20030723X01178","Accident","2003-07-18","United States","DAB","Non-Fatal","Substantial","DAB","Daytona Beach International","Daytona Beach","FL","29.17991667","-81.05805556"
27518,"20030929X01612","Accident","2003-07-17","United States","IDA","Non-Fatal","Substantial","IDA","Idaho Falls Regional","Idaho Falls","ID","43.51455556","-112.07016670000002"
27523,"20030807X01283","Accident","2003-07-17","United States","ORD","Non-Fatal",NULL,"ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
27529,"20030718X01142","Accident","2003-07-16","United States","LIT","Non-Fatal","Substantial","LIT","Adams ","Little Rock","AR","34.72939611","-92.22424556"
27559,"20030729X01221","Accident","2003-07-12","United States","CAK","Non-Fatal","Destroyed","CAK","Akron-Canton Regional","Akron","OH","40.91631194","-81.44246556"
27573,"20030714X01087","Accident","2003-07-10","United States","CYS","Fatal(2)","Destroyed","CYS","Cheyenne","Cheyenne","WY","41.155722499999996","-104.81183809999999"
27576,"20030714X01082","Accident","2003-07-09","United States","MFE","Fatal(2)","Destroyed","MFE","McAllen Miller International","McAllen","TX","26.17583333","-98.23861111"
27595,"20030710X01062","Accident","2003-07-07","United States","FSM","Non-Fatal","Substantial","FSM","Fort Smith Regional","Fort Smith","AR","35.33659028","-94.36744111"
27639,"20030714X01088","Accident","2003-07-02","United States","ASE","Non-Fatal","Substantial","ASE","Aspen-Pitkin Co/Sardy ","Aspen","CO","39.22316","-106.868845"
27708,"20030715X01106","Accident","2003-06-24","United States","BOS","Non-Fatal","Substantial","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
27753,"20030707X01026","Accident","2003-06-18","United States","MLB","Non-Fatal","Substantial","MLB","Melbourne International ","Melbourne","FL","28.10275","-80.64580556"
27763,"20030623X00927","Accident","2003-06-17","United States","CLT","Non-Fatal","Substantial","CLT","Charlotte/Douglas International","Charlotte","NC","35.21401111","-80.94312583"
27779,"20030618X00891","Accident","2003-06-15","United States","ABQ","Non-Fatal","Destroyed","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
27793,"20030623X00931","Accident","2003-06-13","United States","BOI","Non-Fatal","Substantial","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
27799,"20030925X01598","Accident","2003-06-13","United States","SAF","Non-Fatal","Substantial","SAF","Santa Fe Municipal","Santa Fe","NM","35.61677778","-106.08813889999999"
27814,"20030624X00944","Accident","2003-06-12","United States","DFW","Non-Fatal",NULL,"DFW","Dallas-Fort Worth International","Dallas-Fort Worth","TX","32.89595056","-97.0372"
27817,"20030616X00879","Accident","2003-06-12","United States","ABQ","Non-Fatal","Substantial","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
27854,"20030611X00849","Accident","2003-06-07","United States","COD","Non-Fatal","Substantial","COD","Yellowstone Regional","Cody","WY","44.52019417","-109.02379609999998"
27857,"20030609X00820","Incident","2003-06-07","United States","MKE","Incident","Minor","MKE","General Mitchell International","Milwaukee","WI","42.94722222","-87.89658333"
27878,"20030617X00882","Accident","2003-06-03","United States","TLH","Non-Fatal","Substantial","TLH","Tallahassee Regional","Tallahassee","FL","30.39652778","-84.35033333"
27883,"20030729X01210","Accident","2003-06-02","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
27884,"20030606X00808","Accident","2003-06-02","United States","DEN","Non-Fatal",NULL,"DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
27889,"20030605X00786","Accident","2003-06-01","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
27910,"20030612X00863","Incident","2003-05-30","United States","JFK","Incident","Minor","JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
27917,"20030603X00772","Accident","2003-05-30","United States","CPR","Non-Fatal","Substantial","CPR","Natrona County Intl","Casper","WY","42.90835556","-106.46446609999998"
27961,"20030603X00774","Accident","2003-05-23","United States","COS","Non-Fatal","Substantial","COS","City of Colorado Springs Muni","Colorado Springs","CO","38.80580556","-104.70025"
27967,"20030605X00800","Accident","2003-05-21","United States","LGA","Non-Fatal","Minor","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
27968,"20030605X00800","Accident","2003-05-21","United States","LGA","Non-Fatal","Substantial","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
27973,"20030530X00743","Accident","2003-05-20","United States","SNA","Non-Fatal","Substantial","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
28017,"20030520X00694","Accident","2003-05-15","United States","ELP","Non-Fatal","Destroyed","ELP","El Paso International","El Paso","TX","31.80666667","-106.37780559999999"
28023,"20030516X00673","Accident","2003-05-14","United States","TRI","Non-Fatal","Substantial","TRI","Tri-Cities Regional","Bristol","TN","36.47521417","-82.40742056"
28028,"20030515X00667","Accident","2003-05-12","United States","ROA","Non-Fatal","Substantial","ROA","Roanoke Regional/ Woodrum ","Roanoke","VA","37.32546833","-79.97542833"
28046,"20030516X00677","Incident","2003-05-08","United States","CHA","Incident",NULL,"CHA","Lovell ","Chattanooga","TN","35.03526833","-85.20378778"
28048,"20030514X00656","Accident","2003-05-07","United States","BOS","Non-Fatal","Substantial","BOS","Gen Edw L Logan Intl","Boston","MA","42.3643475","-71.00517917"
28053,"20030514X00662","Accident","2003-05-05","United States","BUF","Non-Fatal","Substantial","BUF","Buffalo Niagara Intl","Buffalo","NY","42.94052472","-78.73216667"
28075,"20030430X00596","Accident","2003-04-28","United States","PIE","Non-Fatal","Substantial","PIE","St. Petersburg-Clearwater International","St. Petersburg","FL","27.91076333","-82.68743944"
28080,"20030430X00601","Accident","2003-04-27","United States","PSC","Non-Fatal","Substantial","PSC","Tri-Cities","Pasco","WA","46.26468028","-119.11902920000001"
28088,"20030502X00609","Accident","2003-04-27","United States","BQK","Non-Fatal","Substantial","BQK","Glynco Jetport","Brunswick","GA","31.25902778","-81.46630556"
28122,"20030501X00608","Accident","2003-04-22","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
28141,"20030428X00582","Accident","2003-04-18","United States","RDD","Non-Fatal","Substantial","RDD","Redding Municipal","Redding","CA","40.50898361","-122.2934019"
28143,"20030428X00588","Accident","2003-04-18","United States","SLC","Non-Fatal","Substantial","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
28148,"20030421X00540","Incident","2003-04-17","United States","SLC","Incident","Minor","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
28152,"20030423X00557","Accident","2003-04-16","United States","DFW","Non-Fatal",NULL,"DFW","Dallas-Fort Worth International","Dallas-Fort Worth","TX","32.89595056","-97.0372"
28155,"20030421X00538","Accident","2003-04-15","United States","MFR","Non-Fatal","Substantial","MFR","Rogue Valley International","Medford","OR","42.37422778","-122.8734978"
28156,"20030428X00589","Accident","2003-04-15","United States","DEN","Non-Fatal","Substantial","DEN","Denver Intl","Denver","CO","39.85840806","-104.6670019"
28178,"20030418X00529","Accident","2003-04-11","United States","RDD","Non-Fatal","Substantial","RDD","Redding Municipal","Redding","CA","40.50898361","-122.2934019"
28185,"20030428X00581","Incident","2003-04-10","United States","OAK","Incident",NULL,"OAK","Metropolitan Oakland International","Oakland","CA","37.72129083","-122.22071670000001"
28201,"20030418X00531","Accident","2003-04-08","United States","STL","Non-Fatal","Destroyed","STL","Lambert-St Louis International","St Louis","MO","38.74768694","-90.35998972"
28220,"20030408X00452","Accident","2003-04-05","United States","MLU","Non-Fatal","Substantial","MLU","Monroe Regional","Monroe","LA","32.51086556","-92.03768778"
28225,"20030410X00470","Accident","2003-04-04","United States","ABE","Non-Fatal","Substantial","ABE","Lehigh Valley International","Allentown","PA","40.65236278","-75.44040167"
28243,"20030410X00480","Incident","2003-04-01","United States","ORD","Incident",NULL,"ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
28277,"20030409X00464","Accident","2003-03-26","United States","LGA","Non-Fatal","Minor","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
28321,"20030319X00356","Accident","2003-03-17","United States","IDA","Non-Fatal","Substantial","IDA","Idaho Falls Regional","Idaho Falls","ID","43.51455556","-112.07016670000002"
28325,"20030327X00400","Incident","2003-03-16","United States","CDC","Incident","Minor","CDC","Cedar City Muni","Cedar City","UT","37.70097028","-113.098575"
28339,"20030327X00405","Incident","2003-03-14","United States","SEA","Incident",NULL,"SEA","Seattle-Tacoma Intl","Seattle","WA","47.44898194","-122.30931310000001"
28340,"20030320X00364","Accident","2003-03-14","United States","RIC","Fatal(1)",NULL,"RIC","Richmond International","Richmond","VA","37.50516667","-77.31966667"
28344,"20030317X00344","Incident","2003-03-13","United States","CVG","Incident","Minor","CVG","Cincinnati Northern Kentucky Intl","Covington","KY","39.04614278","-84.6621725"
28358,"20030328X00408","Accident","2003-03-09","United States","ELP","Non-Fatal","Substantial","ELP","El Paso International","El Paso","TX","31.80666667","-106.37780559999999"
28360,"20030313X00326","Accident","2003-03-09","United States","COS","Non-Fatal","Substantial","COS","City of Colorado Springs Muni","Colorado Springs","CO","38.80580556","-104.70025"
28406,"20030305X00291","Accident","2003-03-01","United States","ATL","Non-Fatal",NULL,"ATL","William B Hartsfield-Atlanta Intl","Atlanta","GA","33.64044444","-84.42694444"
28421,"20030304X00276","Accident","2003-02-25","United States","MIA","Non-Fatal",NULL,"MIA","Miami International","Miami","FL","25.79325","-80.29055556"
28450,"20030221X00246","Accident","2003-02-18","United States","VLD","Non-Fatal","Substantial","VLD","Valdosta Regional","Valdosta","GA","30.7825","-83.27672222"
28456,"20030220X00242","Accident","2003-02-16","United States","SFO","Non-Fatal","Substantial","SFO","San Francisco International","San Francisco","CA","37.61900194","-122.3748433"
28462,"20030221X00244","Accident","2003-02-15","United States","ASE","Non-Fatal","Substantial","ASE","Aspen-Pitkin Co/Sardy ","Aspen","CO","39.22316","-106.868845"
28464,"20030220X00241","Incident","2003-02-14","United States","BMI","Incident","Minor","BMI","Central Illinois Regional","Bloomington","IL","40.47798556","-88.91595278"
28467,"20030224X00252","Incident","2003-02-13","United States","FLL","Incident","Minor","FLL","Fort Lauderdale-Hollywood Int'l","Ft. Lauderdale","FL","26.07258333","-80.15275"
28512,"20030205X00168","Accident","2003-02-01","United States","LMT","Non-Fatal","Substantial","LMT","Klamath Falls International","Klamath Falls","OR","42.15614361","-121.7332081"
28513,"20030207X00182","Accident","2003-02-01","United States","LGB","Non-Fatal","Substantial","LGB","Long Beach (Daugherty )","Long Beach","CA","33.81772222","-118.1516111"
28525,"20030204X00158","Accident","2003-01-30","United States","RKS","Fatal(1)","Destroyed","RKS","Rock Springs-Sweetwater County","Rock Springs","WY","41.5942175","-109.0651928"
28526,"20030203X00144","Accident","2003-01-30","United States","JAN","Non-Fatal","Substantial","JAN","Jackson International","Jackson","MS","32.31116667","-90.07588889"
28547,"20030129X00124","Accident","2003-01-24","United States","MLB","Fatal(1)","Destroyed","MLB","Melbourne International ","Melbourne","FL","28.10275","-80.64580556"
28564,"20030129X00123","Accident","2003-01-19","United States","LGA","Non-Fatal","Substantial","LGA","LaGuardia","New York","NY","40.77724306","-73.87260917"
28582,"20030122X00086","Incident","2003-01-16","United States","IND","Incident","Minor","IND","Indianapolis International","Indianapolis","IN","39.71732917","-86.29438417"
28588,"20030207X00179","Incident","2003-01-14","United States","JFK","Incident",NULL,"JFK","John F Kennedy Intl","New York","NY","40.63975111","-73.77892556"
28589,"20030124X00108","Accident","2003-01-14","United States","PSP","Non-Fatal","Substantial","PSP","Palm Springs International","Palm Springs","CA","33.82921556","-116.5062531"
28609,"20030117X00084","Accident","2003-01-10","United States","SLC","Fatal(2)","Destroyed","SLC","Salt Lake City Intl","Salt Lake City","UT","40.78838778","-111.9777731"
28610,"20030116X00077","Accident","2003-01-10","United States","MLB","Non-Fatal","Substantial","MLB","Melbourne International ","Melbourne","FL","28.10275","-80.64580556"
28619,"20030205X00166","Accident","2003-01-08","United States","MFR","Non-Fatal","Substantial","MFR","Rogue Valley International","Medford","OR","42.37422778","-122.8734978"
28626,"20030110X00049","Accident","2003-01-08","United States","CLT","Fatal(21)","Destroyed","CLT","Charlotte/Douglas International","Charlotte","NC","35.21401111","-80.94312583"
28627,"20030110X00055","Accident","2003-01-08","United States","TVC","Non-Fatal","Substantial","TVC","Cherry Capital","Traverse City","MI","44.74144472","-85.582235"
28632,"20030109X00039","Accident","2003-01-06","United States","CLE","Non-Fatal","Substantial","CLE","Cleveland-Hopkins Intl","Cleveland","OH","41.41089417","-81.84939667"
28637,"20030110X00047","Accident","2003-01-04","United States","MLB","Non-Fatal","Substantial","MLB","Melbourne International ","Melbourne","FL","28.10275","-80.64580556"
28638,"20030110X00047","Accident","2003-01-04","United States","MLB","Non-Fatal","Minor","MLB","Melbourne International ","Melbourne","FL","28.10275","-80.64580556"
28642,"20030115X00070","Incident","2003-01-04","United States","TEX","Incident","Minor","TEX","Telluride Regional","Telluride","CO","37.95375861","-107.90848000000001"
28646,"20030109X00038","Accident","2003-01-03","United States","MFE","Non-Fatal","Substantial","MFE","McAllen Miller International","McAllen","TX","26.17583333","-98.23861111"
28674,"20030107X00028","Accident","2002-12-26","United States","CAK","Non-Fatal","Substantial","CAK","Akron-Canton Regional","Akron","OH","40.91631194","-81.44246556"
28675,"20030106X00019","Accident","2002-12-26","United States","TLH","Non-Fatal","Substantial","TLH","Tallahassee Regional","Tallahassee","FL","30.39652778","-84.35033333"
28680,"20021231X05648","Accident","2002-12-24","United States","BOI","Non-Fatal","Substantial","BOI","Boise Air Terminal","Boise","ID","43.56444444","-116.22277779999999"
28710,"20021226X05638","Accident","2002-12-16","United States","SNA","Fatal(2)","Destroyed","SNA","John Wayne /Orange Co","Santa Ana","CA","33.67565861","-117.86822250000002"
28715,"20021226X05635","Accident","2002-12-14","United States","JAX","Non-Fatal","Substantial","JAX","Jacksonville International","Jacksonville","FL","30.49405556","-81.68786111"
28727,"20021213X05604","Accident","2002-12-10","United States","EGE","Non-Fatal","Substantial","EGE","Eagle County Regional","Eagle","CO","39.64256778","-106.91769529999999"
28731,"20021211X05592","Accident","2002-12-08","United States","PNS","Non-Fatal","Substantial","PNS","Pensacola Regional","Pensacola","FL","30.47330556","-87.18744444"
28740,"20021223X05627","Accident","2002-12-05","United States","MLI","Non-Fatal","Substantial","MLI","Quad City","Moline","IL","41.44852639","-90.50753917"
28753,"20021212X05597","Accident","2002-12-03","United States","ABQ","Fatal(1)","Destroyed","ABQ","Albuquerque International","Albuquerque","NM","35.04022222","-106.6091944"
28763,"20030106X00022","Accident","2002-11-30","United States","PSC","Non-Fatal","Substantial","PSC","Tri-Cities","Pasco","WA","46.26468028","-119.11902920000001"
28765,"20021203X05551","Accident","2002-11-30","United States","MTJ","Non-Fatal",NULL,"MTJ","Montrose Regional","Montrose","CO","38.50886722","-107.89383329999998"
28805,"20021125X05520","Incident","2002-11-21","United States","ORD","Incident","Minor","ORD","Chicago O'Hare International","Chicago","IL","41.979595","-87.90446417"
28815,"20021209X05575","Incident","2002-11-17","United States","DCA","Incident",NULL,"DCA","Ronald Reagan Washington National","Arlington","VA","38.85208333","-77.03772222"
28830,"20021121X05502","Accident","2002-11-14","United States","ROC","Fatal(1)","Destroyed","ROC","Greater Rochester Int'l","Rochester","NY","43.11886611","-77.67238389"
